RespID,Status,RespStatus,Mode,ProjectCode,ProjectName,ClientName,CPI,StartDateTime,EndDateTime,Duration(mins),StartIPAddress,vVarParams,vVarValues,SourceType,SourceCode,SourceCPI,SourceName,SourceLink,ClientLink,EndPageByClient,EndPageToVendor,SurveyID,SurveyCode,SurveyTopic,SurveyCountry,Flag,Tracking_Flag,Channel
1c85e758-cb62-42e0-95cf-c5d4a173bbd3,Terminate,cTerminate,TEST,230619002USEN,"Sjpanel Test Survey","Test Client2",0.5,"2023-06-19 14:35:58","2023-06-19 14:36:12",0,174.138.34.145,sjid,QijIaU9rybBgjWWtfmB4,Internal,1111,0.5,"Internal Test Traffic",https://samppoint.com/start?version=v2&mode=0&utm_source=1111&linkid=230619002USEN-06190029-1111&sjid=QijIaU9rybBgjWWtfmB4&autoclose=1,http://survey1.sjpanel.com/livesurvey1.php?rid=1c85e758-cb62-42e0-95cf-c5d4a173bbd3,https://samppoint.com/end?status=2&sjid=1c85e758-cb62-42e0-95cf-c5d4a173bbd3,http://samppoint.com/end/?status=2&sjid=QijIaU9rybBgjWWtfmB4,120617,06190029,Automotive,"United States","4 step",8.0.7.2-Client_Terminate,
96069e89-c9ed-4460-93c4-5a9589a47227,"Quality Terminates",sjTerminate_IsGeoTzFail,LIVE,230619002USEN,"Sjpanel Test Survey","Test Client2",0.5,"2023-06-19 15:55:06","2023-06-19 15:55:08",0,156.146.59.39,sjpid,b88c1dec-3ebc-40ce-af4b-bdaee6d5c56e,Vendor,SJPL,0.25,"SJ PANEL",https://samppoint.com/start?version=v2&mode=1&utm_source=SJPL&linkid=230619002USEN-06190030-SJPL&sjpid=b88c1dec-3ebc-40ce-af4b-bdaee6d5c56e_231906001SJPL&DFIQ=true,http://survey1.sjpanel.com/livesurvey1.php?rid=96069e89-c9ed-4460-93c4-5a9589a47227,https://samppoint.com/end?sjid=96069e89-c9ed-4460-93c4-5a9589a47227&respstatus=55&status=4&internal=1&hmac=12485693c9b1111c967c5d9b4f4d7d5a3bc2ef3d,https://sjpanel.com/survey-end/?status=4,120618,06190030,Automotive,"United States","1 step",2.1.1.1-Is_GeoTz_Check_Failed,
